htid,recordid,locnum,author,datetype,startdate,enddate,textdate,subjects,genres,title
nnc1.cu09365761,008421191,<blank>,<blank>,m,1919,1920,1919-1920,"Aerial operations;United States;Finance;World War, 1914-1918;War Department",NotFiction,War expenditures;
nyp.33433004753384,008421191,<blank>,<blank>,m,1919,1920,1919-1920,"Aerial operations;United States;Finance;World War, 1914-1918;War Department",NotFiction,War expenditures;
nnc1.cu10941819,008421418,BS551.B3,"Baker, Edna Dean,",s,1921,    ,1921-1928,"Bible stories, English",NotFiction,The Bible in graded story
chi.087252646,008429384,<blank>,"Krausz, Sigmund.",s,1906,    ,1906,Automobiles;Dictionaries,NotFiction;Dictionary,Krausz's practical automobile dictionary;
nnc1.cu56186525,008430984,<blank>,<blank>,s,1921,    ,1921,"1864-1945;Elections;Newberry, Truman Handy;Michigan",NotFiction,Senator from Michigan;
nyp.33433081563433,008437994,D622.E6,"Egan, Maurice Francis,",s,1920,    ,1920,"Registers;Knights of Columbus;World War, 1914-1918;War work",NotFiction,The Knights of Columbus in peace and war
wu.89099464364,008446512,<blank>,"Flügel, Felix,",s,1905,    ,1905,German;Dictionaries;English;English language;German language,NotFiction,Dictionary of the English and German languages for home and school
wu.89099464372,008446512,<blank>,"Flügel, Felix,",s,1905,    ,1905,German;Dictionaries;English;English language;German language,NotFiction,Dictionary of the English and German languages for home and school
wu.89099464349,008446513,<blank>,"Flügel, Felix,",s,1901,    ,1901,German;Dictionaries;English;English language;German language,NotFiction;Dictionary,Dictionary of the English and German languages for home and school
wu.89099464356,008446513,<blank>,"Flügel, Felix,",s,1901,    ,1901,German;Dictionaries;English;English language;German language,NotFiction;Dictionary,Dictionary of the English and German languages for home and school
uc1.31822034549428,008511916,ND237.R8A4 1918,<blank>,s,1918,    ,1918,"1847-1917;Exhibitions;Painting;Ryder, Albert Pinkham",NotFiction;Catalog,Loan exhibition of the works of Albert P. Ryder
uc1.$b617761,008547766,<blank>,"Soule, Richard,",s,1915,    ,1915,Synonyms and antonyms;English language,NotFiction,A dictionary of English synonymes and synonymous or parallel expressions
wu.89092587930,008554792,<blank>,"Schmitt, Bernadotte Everly,",s,1910,    ,1910,"History;Dissertations, Academic",Bibliographies;NotFiction,"British policy and the execution of the Treaty of Berlin, 1878-1887"
uc1.$b606099,008579198,PF3111.W2,"Walter, Max,",s,1911,    ,1911,German language;Composition and exercises;Study and teaching,NotFiction,Max Walter's German lessons;
uc1.$b606485,008579349,<blank>,"Thieme, Friedrich Wilhelm,",s,1909,    ,1909,German;Dictionaries;English;English language;German language,NotFiction;Dictionary,Thieme-Preusser: Dictionary of the English and German languages
nyp.33433000175459,008589121,<blank>,<blank>,s,1901,    ,1901,"Hospitals;South African War, 1899-1902;South Africa",NotFiction,Report of the Royal Commission appointed to consider and report upon the care and treatment of the sick and wounded during the South African campaign
nyp.33433069266538,008590021,Z881.B751FG 1905,<blank>,s,1905,    ,1905,German fiction;Bibliography,NotFiction,Works of fiction in the German language in the Public Library of the City of Boston
nyp.33433075745798,008590021,Z881.B751FG 1905,<blank>,s,1905,    ,1905,German fiction;Bibliography,NotFiction,Works of fiction in the German language in the Public Library of the City of Boston
nyp.33433061706457,008590456,<blank>,<blank>,s,1913,    ,1913,National Association of Manufacturers (U.S.);Lobbying,NotFiction,Charges against members of the House and lobby activities of the National Association of Manufacturers of the United States and others
nyp.33433061706465,008590456,<blank>,<blank>,s,1913,    ,1913,National Association of Manufacturers (U.S.);Lobbying,NotFiction,Charges against members of the House and lobby activities of the National Association of Manufacturers of the United States and others
nyp.33433061706481,008590456,<blank>,<blank>,s,1913,    ,1913,National Association of Manufacturers (U.S.);Lobbying,NotFiction,Charges against members of the House and lobby activities of the National Association of Manufacturers of the United States and others
nyp.33433010862310,008597601,HD6250.G8A5 1902,<blank>,s,1902,    ,1902,Ireland;Child labor;Child welfare,NotFiction,"Report of the Inter-departmental committee on the employment of children during school age, especially in street trading ... in Ireland"
nyp.33433008944377,008597901,QK525.B4,"Beecroft, Willey Ingraham,",s,1910,    ,1910,Ferns;North America,NotFiction,Who's who among the ferns
nyp.33433004099044,008599994,<blank>,<blank>,s,1901,    ,1901,Scotland;Renfrew;Shipbuilding,NotFiction,"[Illustrated catalogue of steamers, yachts, dredgers, tugs, etc.]"
nyp.33433013615426,008602565,PG8679.L32,"Lalis, Antanas,",s,1905,    ,1905,Lithuanian language;Lithuanian;Dictionaries;English;English language,NotFiction,Lietuviškos ir angliškos kalbų zodynas
nyp.33433000181754,008602920,PR2656.A25,"Crawford, Charles.",m,1906,1910,1906-1910,"Kyd, Thomas;Concordances;1564-1616;1558-1594;Hamlet;Shakespeare, William",NotFiction,A concordance to the works of Thomas Kyd
coo.31924013325034,008602920,PR2656.A25,"Crawford, Charles.",m,1906,1910,1906-1910,"Kyd, Thomas;Concordances;1564-1616;1558-1594;Hamlet;Shakespeare, William",NotFiction,A concordance to the works of Thomas Kyd
nyp.33433008928172,008602978,<blank>,<blank>,s,1907,    ,1907,Coal miners;Eight-hour movement;Great Britain,NotFiction,Final report of the departmental committee appointed to inquire into the probable economic effect of a limit of eight hours to the working day of coal miners
nyp.33433006470029,008604125,E505.2.I3,<blank>,m,1900,1902,1900-1902,"History;Regimental histories;Militia;Illinois;Civil War, 1861-1865;United States",NotFiction,Report of the adjutant general of the state of Illinois
nyp.33433011051145,008604275,<blank>,<blank>,m,1907,1907,1907,"Saint Elizabeths Hospital (Washington, D.C.)",NotFiction,Report of the Special Committee on Investigation of the Government Hospital for the Insane
nyp.33433019285950,008606154,HE7677.C82G9,"Guynes, Lelie Jasper.",s,1900,    ,1900,Cotton-seed;Cipher and telegraph codes,NotFiction,The twentieth century telegraph cipher code
nyp.33433019288145,008606351,HE7677.F9P55,"Peycke, Edmund.",s,1918,    ,1918,Produce and provisions;Fruit;Cipher and telegraph codes,NotFiction,"Peycke's new ekonomik telegraphic cipher code for the fruit and produce trade, containing equivalent to 1,310,000 cipher words"
nyp.33433004190884,008606874,<blank>,<blank>,s,1921,    ,1921,"Bergdoll, Grover Cleveland;United States;World War, 1914-1918;Draft resisters;Desertion, Military",NotFiction,"Investigation of escape of Grover Cleveland Bergdoll from United States Disciplinary Barracks at Governors Island, N.Y"
nyp.33433004756049,008606887,<blank>,<blank>,s,1922,    ,1922,United States;Merchant marine,NotFiction,To amend Merchant Marine Act of 1920
nyp.33433004194787,008606894,<blank>,<blank>,s,1913,    ,1913,United Mine Workers of America;West Virginia;Coal miners;Coal mines and mining,NotFiction,"Conditions in the Paint Creek district, West Virginia"
nyp.33433004194795,008606894,<blank>,<blank>,s,1913,    ,1913,United Mine Workers of America;West Virginia;Coal miners;Coal mines and mining,NotFiction,"Conditions in the Paint Creek district, West Virginia"
nyp.33433004753400,008607073,<blank>,<blank>,m,1919,1920,1919-1920,<blank>,NotFiction,War expenditures
nyp.33433004753418,008607073,<blank>,<blank>,m,1919,1920,1919-1920,<blank>,NotFiction,War expenditures
nyp.33433004753210,008607075,<blank>,<blank>,m,1919,1920,1919-1920,"Finance, United States, 1919-20;World War, 1914-1918;Finance, United States",NotFiction,War expenditures
nyp.33433004753236,008607076,<blank>,<blank>,m,1919,1921,1919-1921,"Finance, United States, 1919-20;World War, 1914-1918;Finance, United States",NotFiction,War expenditures
nyp.33433004753285,008607076,<blank>,<blank>,m,1919,1921,1919-1921,"Finance, United States, 1919-20;World War, 1914-1918;Finance, United States",NotFiction,War expenditures
nyp.33433004754267,008607077,KF2639.A8 1911,<blank>,s,1911,    ,1911,United States;Shipping bounties and subsidies;Merchant marine,NotFiction,... Report and hearings of the Select Committee appointed to investigate certain charges under House Resolution 543
nyp.33433004204792,008607172,<blank>,<blank>,m,1918,1919,1918-19,National Security League,NotFiction,National Security League
nyp.33433004204800,008607172,<blank>,<blank>,m,1918,1919,1918-19,National Security League,NotFiction,National Security League
nyp.33433004200303,008607217,HE6477.A4 1911,<blank>,s,1911,    ,1911,Mail steamers;United States,NotFiction,Ocean mail service (S. 6708) Hearings before the Committee on the Post office and post roads
nyp.33433004203349,008607304,<blank>,<blank>,s,1919,    ,1919,"Buildings (Public), United States;United States Housing Corporation",NotFiction,United States Housing Corporation
nyp.33433022989234,008608360,TC774.U6 1913c,<blank>,r,1913,uuuu,1913,Panama Canal (Panama);Art;Design and construction;Lighthouses;Panama Canal;Panama;Canal Zone;Buoys,NotFiction,Panama canal
nyp.33433034374391,008609145,Z56.H63,"Hickox, William Eugene,",s,1911,    ,1911,Shorthand,NotFiction,Similar outlines;
nyp.33433004757229,008610716,<blank>,<blank>,s,1921,    ,1921,Strikes and lockouts;Virginia;United States;Mineral industries,NotFiction,West Virginia coal fields
nyp.33433004755041,008611564,<blank>,<blank>,s,1917,    ,1917,Choctaw Indians;Seminole Indians;Oklahoma;Indians of North America,NotFiction,"Hearings before the Committee on Investigation of the Indian Service, House of Representatives"
uiug.30112074945368,008611567,<blank>,<blank>,s,1913,    ,1913,Lobbying,NotFiction,Maintenance of a lobby to influence legislation;
nyp.33433019658479,008611571,<blank>,<blank>,s,1914,    ,1914,Upper Peninsula;Copper mines and mining;Michigan,NotFiction,Conditions in the copper mines of Michigan
nyp.33433019659741,008611588,<blank>,<blank>,s,1921,    ,1921,1920;United States;Campaign funds;Presidents;Election,NotFiction,Presidential campaign expenses
nyp.33433019659758,008611588,<blank>,<blank>,s,1921,    ,1921,1920;United States;Campaign funds;Presidents;Election,NotFiction,Presidential campaign expenses
njp.32101046877146,008611596,JK1369 64th(2).L3,<blank>,s,1917,    ,1917,"Economic aspects;(Will Robert);Stock exchanges;Lawson, Thomas William;1857-;Wood, Will R;United States;World War, 1914-1918;1861-1933",NotFiction,Alleged divulgence of President's note to belligerent powers
njp.32101046877153,008611596,JK1369 64th(2).L3,<blank>,s,1917,    ,1917,"Economic aspects;(Will Robert);Stock exchanges;Lawson, Thomas William;1857-;Wood, Will R;United States;World War, 1914-1918;1861-1933",NotFiction,Alleged divulgence of President's note to belligerent powers
nyp.33433044003006,008612736,PC4640.E,"Enenkel, Arthur,",s,1911,    ,1911,English;Dictionaries;Spanish;English language;Spanish language,NotFiction;Dictionary,A new dictionary of the English-Spanish and Spanish-English
nyp.33433038844498,008613976,<blank>,<blank>,s,1908,    ,1908,<blank>,NotFiction,"Debates in the House of assembly in the first Session of the twelfth parliament of the Cape of Good Hope, April 22nd to April 27th, 1908"
nyp.33433057111415,008614081,<blank>,<blank>,s,1911,    ,1911,Rates;United States;Freight and freightage,NotFiction,"Evidence taken by the Interstate Commerce Commission in the matter of proposed advances in freight rates by carriers. August to December, 1910"
nyp.33433057111431,008614081,<blank>,<blank>,s,1911,    ,1911,Rates;United States;Freight and freightage,NotFiction,"Evidence taken by the Interstate Commerce Commission in the matter of proposed advances in freight rates by carriers. August to December, 1910"
nyp.33433059177687,008615995,<blank>,<blank>,s,1907,    ,1907,Exhibitions,NotFiction,"Report of the Committee appointed by the Board of trade to make enquiries with reference to the participation of Great Britain in great international exhibitions, together with the appendices thereto [and Minutes of evidence ... appendices and index]"
nyp.33433075924039,008619762,<blank>,"Hunter, Robert,",s,1900,    ,1900,Encyclopedias and dictionaries;Dictionaries;English language,NotFiction;Encyclopedia;Dictionary,International encyclopædic dictionary
nyp.33433069251365,008620187,<blank>,"Schmidt, Im.",s,1908,    ,1908,German;German language;Dictionaries;English;English language,NotFiction;Dictionary,Flügel-Schmidt-Tanger
nyp.33433075922173,008620340,<blank>,"Clifton, E.",s,1906,    ,1906,French;Dictionaries;English;English language;French language,NotFiction;Dictionary,Nouveau dictionnaire anglais-français et français-anglais
nyp.33433067403984,008620464,<blank>,"O'Neil, John,",s,1901,    ,1901,"d. 1897;McCloud, Hattie Evelyn Crittenden",NotFiction,"The official report of the trial of John O'Neil for the murder of Hattie Evelyn McCloud, in the Superior Court of Massachusetts. From notes of the official stenograhers. Published by the Attorney-general"
nyp.33433069238982,008620544,<blank>,"Adler, G. J.",s,1910,    ,1910,<blank>,NotFiction;Dictionary,A German and English dictionary
nyp.33433069242265,008620544,<blank>,"Adler, G. J.",s,1910,    ,1910,<blank>,NotFiction;Dictionary,A German and English dictionary
nyp.33433070292648,008626163,D921.G7,"Good, James I.",s,1910,    ,1910,Europe;Description and travel;Protestantism,NotFiction,Famous places of the Reformed Churches;
nyp.33433016921219,008635618,<blank>,<blank>,s,1912,    ,1912,"Impeachment;Archbald, Robert W",NotFiction,Hearings before the Committee on the Judiciary
nyp.33433082334149,008638028,<blank>,"Collin, William,",s,1914,    ,1914,IsBiographical,Biography;NotFiction,Life and adventures (of an Essexman) Captain William Collin
nyp.33433081563672,008643514,HV579.P6A5,<blank>,s,1922,    ,1922,<blank>,NotFiction,"The Pittsburgh chapter, American Red cross;"
nyp.33433081780417,008650273,<blank>,<blank>,s,1907,    ,1907,"Brownsville;Infantry Regiment, 25th;Army;African American troops;Texas;United States;Riots",NotFiction,"Hearings before the Committee on Military Affairs, United States Senate concerning the affray at Brownsville, Tex., on the night of August 13 and 14, 1906"
nyp.33433081763645,008651060,<blank>,<blank>,s,1903,    ,1903,<blank>,NotFiction,"Contested election case of Joseph A. Conry vs. John A. Keliher, from the ninth congressional district of Massachusetts"
nyp.33433081774097,008651907,<blank>,<blank>,s,1921,    ,1921,"1863-;Doughton, Robert Lee;Campbell, James I;House;Contested elections;Congress;United States",NotFiction,Contested-election case of James I. Campbell v. Robert L. Doughton from the eighth congressional district of North Carolina
nyp.33433081788048,008651942,<blank>,<blank>,s,1903,    ,1903,"United States;House;Contested elections;Congress;Howell, George;Connell, William",NotFiction,"Contested election case of William Connell vs. George Howell, from the tenth congressional district of the state of Pennsylvania"
nyp.33433081788055,008651942,<blank>,<blank>,s,1903,    ,1903,"United States;House;Contested elections;Congress;Howell, George;Connell, William",NotFiction,"Contested election case of William Connell vs. George Howell, from the tenth congressional district of the state of Pennsylvania"
nyp.33433081788063,008651942,<blank>,<blank>,s,1903,    ,1903,"United States;House;Contested elections;Congress;Howell, George;Connell, William",NotFiction,"Contested election case of William Connell vs. George Howell, from the tenth congressional district of the state of Pennsylvania"
